Index,GroundTruth_Density,X_Density,Y_Density,Z_Density
0,3.7001917596835674,20.10156250629457,2.250831062837544,783.2169232574171
1,3.7001917596835674,20.10156250629457,2.250831062837544,783.2169232574171
2,3.7001917596835674,20.10156250629457,2.250831062837544,783.216923257417
3,3.9354487308282735,17.614762129932746,2.286622189274238,798.3345154930862
4,4.0060508207926,11.516177985815016,2.225268450866573,480.8897402700424
5,3.8442318996333733,8.267496013625289,2.0843464365022393,295.95601688653403
6,3.544461411677152,6.499198917081276,1.9183616551872853,196.52998023673408
7,3.2006410096795834,5.342772738437639,1.7709292282282825,136.70863717410938
8,2.9081107578221754,4.452033856947628,1.649774630433479,100.05237893612791
9,2.690868056964967,3.7530161412439873,1.5636797233175306,76.1114257549493
10,2.4869573684038713,3.2390951578037104,1.4717758596108121,58.868353559491105
11,2.3540463132396674,2.862935587073628,1.3403936669011736,45.736659314433794
12,2.1563125144687607,2.570677968682493,1.1779855282997183,36.10436362689903
13,1.8787565624205231,2.338748967477688,1.031951299659355,28.177712921126993
14,1.6349060114298255,2.138953975479955,0.9283059710710969,21.93117565175241
15,1.4659526810951133,1.9442607535983947,0.854657349738212,17.17592829773619
16,1.3592248142115895,1.7160595201008124,0.7944194750105631,13.610667763868642
17,1.2595837338089444,1.5008140847137768,0.7306538213663363,10.869595333916035
18,1.1485457180755905,1.325151294415599,0.6628595343836997,8.575721479409378
19,1.032899468919527,1.211715696323019,0.5761119859983815,6.825272846796165
20,0.9270104530059851,1.12299116089072,0.4829777891148453,5.464420246251217
21,0.7870571228042977,1.0127697573165784,0.4051528298003209,4.4354832743967
22,0.7870571228042976,1.0127697573165784,0.4051528298003209,4.4354832743967
23,0.5619088187984052,0.761137551121536,0.32838969517334193,2.8420743866842164
24,0.5174398663605144,0.6684259164072349,0.3085463880916649,2.2755537897805236
25,0.4870084823296084,0.5970727993153604,0.2826747379540025,1.8028181214885977
26,0.4479909722913408,0.5398485884465674,0.2522910964988938,1.4336149559288849
27,0.3945333506831453,0.4889969860440001,0.2263510631706882,1.1417058508113962
28,0.3488449460416406,0.4395386967916212,0.20559305879507445,0.922160721341214
29,0.3190687917867384,0.3927789898348669,0.18746823246574068,0.746288390988858
30,0.289044406161581,0.35328752899464483,0.16963705921563185,0.6012301152155924
31,0.2587289315692926,0.31959391661397046,0.1539076567578066,0.48282795955668567
32,0.2317442269180326,0.29037089392791715,0.1380471601042663,0.3798300762095149
33,0.20968728087389849,0.260542828643925,0.12349911387025739,0.29891670681672233
34,0.18288090371410132,0.23428632938722468,0.11108032532594356,0.2385760577705401
35,0.16045659727147063,0.2126104868939207,0.10234424284545929,0.1978218281622493
36,0.14421141420274022,0.19522291398357755,0.09637297496652412,0.16679004019485855
37,0.1459476863982553,0.27360794224541646,0.1272524983266278,0.1257979823387569
38,0.15354171549495235,0.3208696743329127,0.13210786183526668,0.13076917729130402
39,0.14763677037375839,0.2761869337072439,0.11896794934505125,0.13521057849019996
40,0.14365041209723442,0.25063558651549045,0.1107584302347231,0.12967869715711186
41,0.13431122106277033,0.2418771736683376,0.11815751072509217,0.11104147657333904
42,0.12679145122952099,0.22512399447178022,0.10891810369214586,0.10503513841161931
43,0.12450880206002517,0.25595070667036846,0.12621744439540108,0.08859428027739749
44,0.1182744231657152,0.23557898201303762,0.12690969742738528,0.08561161632682131
45,0.11468404708507096,0.23079296326251592,0.12493524888909517,0.08160465444407103
46,0.1363027484339195,0.4878924548602708,0.12225568710172655,0.10844406914241841
47,0.13470972880279541,0.43506425056410736,0.10823455457478001,0.11804204800268059
48,0.21391991699793161,0.3802058897587764,0.141837971306919,0.34652408984862515
49,0.2095672511847928,0.33237354014193976,0.1550741803608205,0.2606798697898228
50,0.21371508934002054,0.3062060407067951,0.17887396222491597,0.20311055882055604
51,0.21065734886801685,0.2919602984608977,0.21426285082598756,0.16159791057059256
52,0.20487667246975966,0.2885005211143796,0.25145136161134,0.1440676778770378
53,0.19237141243398584,0.29613488901107765,0.26475780708756763,0.13288996050499194
54,0.17961250384315125,0.2799540076191864,0.189296222144008,0.13732397597590656
55,0.16991854928645767,0.30502716280519043,0.17263623758005037,0.13862292715851654
56,0.17116956904404118,0.3594617616982466,0.1571609513807873,0.1527914681747516
57,0.15461510407901158,0.24956429927464244,0.13205718615022458,0.16221047555174484
58,0.12047558504481123,0.20050709866141542,0.08616744740298903,0.1845617987363315
59,0.10039557056906931,0.13367311736739557,0.08778088276329651,0.11350042141183403
60,0.10344331144107252,0.1359694606958344,0.09369541470853536,0.11980307309848923
61,0.10708333224439825,0.15224595819016526,0.10436554611861315,0.1186669865902231
62,0.11684507538616962,0.16585621182962879,0.10488745956285728,0.13610864274091206
63,0.12410063929953555,0.17810613440455192,0.1048629444450145,0.15615544158890807
64,0.12374721655709427,0.11471781768259755,0.15196181988430493,0.18425253207144765
65,0.13722383427033708,0.11998684186377714,0.1561238329461852,0.23864063347566397
66,0.14924782448777077,0.12613977995905937,0.16011776470126754,0.30137333362562213
67,0.15235191112554225,0.10873456949306251,0.36372744799670464,0.3387210046104958
68,0.17264692891970296,0.1263508719633068,0.31691630060095366,0.5939681422918806
69,0.23815436022512665,0.18706340536853394,0.2578550554814415,1.1523952152158916
70,0.23815436022512668,0.18706340536853397,0.2578550554814415,1.1523952152158916
71,0.26636045367184435,0.2281601599633921,0.23603181413739388,0.8817854483387355
72,0.27987714422105425,0.2799393800815612,0.21947429417980113,0.7596536535468236
73,0.29238718923082907,0.35565158656487345,0.20735330028795024,0.7431802963957901
74,0.3030857552998807,0.4691324982886421,0.19959714727179764,0.8077595599383279
75,0.3090853743396881,0.6534857263968543,0.19473491721030006,0.9849577098027968
76,0.3181579249277435,1.0093499152766188,0.19401357244097944,1.3633972057140031
77,0.3252748768682277,1.6569347851267602,0.19622650214237747,1.9733987707061609
78,0.33697834023738343,1.6180395351099535,0.1992465603731388,1.7632174220045396
79,0.34599896492335647,1.0367351480299802,0.20181254622011346,1.0900828721442948
80,0.3379092472468489,0.7340946427521985,0.20374540317670164,0.7339660485561573
81,0.32860275995410493,0.581558153245578,0.21015259883704385,0.5514144832802539
82,0.372587549676631,0.36243036759676917,0.3698051262952867,0.6433202400039142
83,0.4056050803488615,0.3636689982337052,0.48885497511583315,0.5834613373098835
84,0.43111125270382755,0.4106483759267441,0.5112435518685764,0.5544492777796235
85,0.4620378386298921,0.4610114671196913,0.5507980000949124,0.5236172308969828
86,0.4869749225122673,0.5075787470972932,0.599279007926093,0.5022866063211432
87,0.5103799675425559,0.559278433576818,0.6616725968804146,0.48855655828542355
88,0.5428688262318856,0.5656498766271139,0.7613178010853957,0.5315449561336767
89,0.6815933624207179,1.2014276223241216,0.6414439166161167,0.6319777867424835
90,0.7776520904927128,0.6197984177264445,1.3730585243519278,1.009043861149727
91,1.023573005174174,1.2280194548595702,0.8718377279235886,1.200592536416988
92,1.2411159159210852,1.2493824860225173,1.4761803365779538,1.2675228774020764
93,1.0924999595697436,1.0620615402062765,0.9521657166430684,2.2006415154157386
94,1.3572737940272883,1.5581383249443579,1.5834089225048003,1.1949138024108357
95,1.3691543956914969,1.690838941158384,1.314261613187751,1.5521750033746862
96,1.4318295203937512,1.67572633382266,1.3458671512767089,1.696941232386146
97,1.5327358486478935,1.6775851991791684,1.3735802528309349,2.0547639905018955
98,1.5224814134706175,1.7190619475626465,1.4011435212019494,2.247694592199575
99,1.7080219114872492,1.7954738990976886,1.41169498364504,2.382043960450113
100,1.6809410983044568,2.215948059736414,1.4764135060237467,2.1379561085264323
101,1.8056641459799057,2.4291854686817165,1.4381748772328868,2.3749376458396307
102,1.883811534829211,2.5339013096863345,1.3655015366378391,2.4782291641894143
103,1.8456031467659084,2.4796565046100447,1.3025684247728353,2.362376489902944
104,1.6718052758289441,2.1527874920338816,1.5646382964288064,1.7293589564472847
105,1.9669402994303566,3.903426864124859,2.3837392528231236,1.2638723478601102
106,1.9436925616082743,2.7324838210351894,2.6093396221178455,1.3122764548517565
107,1.7381734412021483,2.757266752545079,2.519156355469699,1.2302213097658041
108,2.0028329800454507,2.5304085354617043,1.9097181779131134,1.8556925662947017
109,2.044840124694211,2.4591433390858395,1.947369279264127,1.7739366823655793
110,1.9585925377962208,2.414791973085519,1.9312439591967727,1.749403139502776
111,1.9097224942976634,2.4289322405262457,1.8995033543237358,1.7802928744862296
112,1.904582281762771,3.3337307403701617,1.871305755279281,1.537032473310034
113,2.0099244340664333,2.938012818634232,2.085284721464578,1.5990833616876763
114,1.9885768319821957,2.860957212990943,1.9321935420539045,1.569232679513927
115,1.903852782742994,2.8735729411571347,1.9133941146867002,1.5514833848167573
116,1.8745277552611834,1.9960390541521722,2.2892451298319196,1.6987876815594052
117,1.9027909198141075,2.772004724741392,2.2792945903874386,1.5407381785761474
118,2.2641484945108874,2.4326137206327005,1.5816165717921813,3.581146189403321
119,2.1913081198329705,2.60128192469271,1.4064128908062994,3.372398587626061
120,1.8057896210453008,2.906931796359184,1.655353278648596,1.7245455904804345
121,1.8707142124285903,3.158265712493974,1.5703872134573984,1.7702547940815898
122,1.886982683196824,3.299371491144142,1.346600818139358,1.8165435545157773
123,1.7753553443183379,3.3236079695420258,1.2493861328988243,1.9235895592174657
124,1.5669938854048544,3.189174516918353,1.1965128840809363,2.1595074984333498
125,1.748117123016358,2.9897402644636393,1.2105690599710788,2.5833897105114962
126,1.7844828803746586,3.0088743975699046,1.2063940089658411,3.139839473729659
127,1.8530374544215618,4.492630372909062,1.6865339437418343,1.8161525200154656
128,1.8685542183987838,2.1694749818841874,1.3657998226942478,2.993850621734753
129,2.100626095367546,2.3563219621443623,2.527923956776905,1.7167483055681618
130,2.302517412855462,2.308540678865453,2.710413766538136,1.5486209900088574
131,1.5918291041188701,2.875847813974935,1.0022416286721172,1.4725759117839812
132,1.6138586919963256,2.7681497516252254,1.4190066318529992,1.551698010366721
133,1.6257952795114083,2.8386864037321877,1.4794515567127253,1.483829724174386
134,1.6055744566619492,3.0327899466304493,1.377148514911558,1.2969791226028584
135,1.5077011764974795,3.0097499147369478,1.4956016705937922,1.1842783096941685
136,1.496764133692459,3.1166270838987815,1.631300779422276,1.1129113776881456
137,1.8492217966797146,3.826464841637968,2.164307567452198,1.3238818136085764
138,1.491882929838717,3.225797793548248,1.81514042978865,1.1853296653884047
