,X,Y,Z
0,0.9318995256800787,0.5977653257484093,0.6024249280188524
1,0.8988229753027691,0.8250624097495239,0.5918194406339815
2,0.8912034358021242,1.0819706596684169,0.5841075121048095
3,0.9102690716198083,1.2800907770358791,0.5780648460751692
4,0.9520613261844837,1.4999224316655204,0.574340614107971
5,1.0089862793797875,1.7284219982873719,0.5733457494700546
6,1.0783586619023924,2.00198808059762,0.5756621733803674
7,1.168390402595887,2.2583196870705935,0.5822020966392134
8,1.2856254342539422,2.551288518679865,0.5970470535680286
9,1.4091025721241808,2.883114674452879,0.6146116855168123
10,1.5535054696807804,3.250534278644783,0.6366726645720733
11,1.6915674591410728,3.648974265983578,0.6714563807659876
12,1.8657800475222928,4.040532503275025,0.7164545939187978
13,2.0441808117327205,4.527903569157861,0.7715965234319855
14,2.2782662799721005,5.025442188964344,0.8551193835656059
15,2.550984549111468,5.6008926679241515,0.9463737889073214
16,2.831498484328577,6.233161618682528,1.065076946382719
17,3.1782299260067974,6.977512767764949,1.2104180004671532
18,3.5628798045210925,7.727821668029483,1.433520250397477
19,3.9346446494627143,8.58436079130703,1.6862895842968249
20,4.448773830707731,9.455889545008379,1.9765242237608165
21,4.951269260732812,10.48340880262975,2.332179736055865
22,5.4776401493744755,11.577544679831913,2.7499090316173915
23,6.063918106883819,12.870744504559209,3.320406430975232
24,6.7499480275433665,14.253457681849246,3.984669026686824
25,7.5051465431644395,15.899851329634673,4.841141403642414
26,8.30039478769583,17.446226534274007,5.887049213652104
27,9.209863611909284,19.148630212047976,7.099572524669751
28,10.183917945034707,20.892920423090438,8.703436135762715
29,11.3934301598334,22.713970540283746,10.682780546796035
30,12.625223756942823,24.620109136040927,12.986469711515433
31,13.743369102539745,26.34583729564754,15.843986838406334
32,15.071601041530377,27.772128736361644,19.11481305837961
33,16.368819372234086,28.81603942142734,22.80536734443766
34,17.588972579003574,29.379102579669933,26.92144224052233
35,18.817672482336402,29.270996831645213,31.395835687542654
36,19.825465024007876,28.334492665954844,35.847148360116364
37,20.74242831233231,26.475418617415016,40.58708555748012
38,21.407191806136435,23.628776456383214,44.86383683910041
39,21.61031145312933,19.945876301621524,48.54572731005681
40,21.443957760752824,15.303126812346465,51.702753321224776
41,20.811960196935416,9.656329188352506,53.50823792515946
42,19.71168270099988,4.019805009068758,54.041109639373964
43,18.10080845216116,-1.285850580963702,53.32349780022094
44,16.033772629013324,-5.788526134295471,51.521590739395066
45,13.57679970981453,-9.48930738192091,49.2021002277103
46,11.285367735347823,-12.52898492455521,46.44411339422579
47,9.044758090505054,-14.48809568552482,43.65247202052617
48,6.689581492910219,-15.745769044300909,41.225833296662174
49,4.356461355422981,-16.457011051922237,38.95181269797125
50,2.307283076468627,-16.755928187027944,37.267376869463476
51,0.3407493876876937,-16.801928259308525,35.9571855146289
52,-1.2919798467719543,-16.659864253711653,34.89501411262267
53,-2.828276396295877,-16.401498468964206,34.159962696889195
54,-4.208145224653569,-16.060161991950746,33.74189560508812
55,-5.44856472923966,-15.666748767703483,33.51833711817813
56,-6.43491959262184,-15.165052687701866,33.47730459725282
57,-7.330012346913373,-14.746496747497055,33.55844577428299
58,-8.085288528446531,-14.22580430419374,33.75343237379695
59,-8.719765220513048,-13.622528647504822,34.0081593059129
60,-9.24596145606303,-12.908428569966278,34.2649053740605
61,-9.638368167526181,-12.169093267020298,34.547167859889115
62,-9.898264323482891,-11.37425359195792,34.79797654094057
63,-10.046152181225686,-10.59493789664859,35.011566822717974
64,-10.09996640507082,-9.756019955794079,35.14019829253399
65,-10.071354568920045,-8.912492334904487,35.183186625528656
66,-9.95259015743343,-8.119912089509228,35.14234227914612
67,-9.760413065058547,-7.297845733588434,34.99974049285781
68,-9.494214185904484,-6.514428085803762,34.73914841889055
69,-9.180923683050938,-5.78841655276394,34.395417210496554
70,-8.837763380083567,-5.128854448494922,34.00554600017687
71,-8.468040132731044,-4.539786509913911,33.55514586965162
72,-8.074801158769901,-4.020518307108357,33.06795024601121
73,-7.676886854302057,-3.5831415556271473,32.45653014723487
74,-7.2469078001229565,-3.2047582220905997,31.863505388933998
75,-6.767344967796782,-2.8652771408055795,31.25026014236025
76,-6.372645245575617,-2.60115913416755,30.658056282794707
77,-5.966991572987198,-2.4188574280107416,30.009591893596593
78,-5.626869699493647,-2.2711628765733374,29.37217555418967
79,-5.248737259227574,-2.177495351926795,28.784898477462015
80,-4.895991812434714,-2.1158495383873346,28.144692951098417
81,-4.5930153755593395,-2.088345879554023,27.539548516791076
82,-4.3547065369420785,-2.0886096673170904,26.893036252774532
83,-4.115173898278294,-2.114537647254481,26.328820519964193
84,-3.924790611916829,-2.1620163464514235,25.707514694514924
85,-3.7484978449768365,-2.2297913590882446,25.09525289246258
86,-3.596113415520443,-2.3185640104437137,24.40218381773233
87,-3.4537530368632656,-2.4222098706937176,23.78599377871928
88,-3.3483662937113774,-2.537828042078903,23.271471847907826
89,-3.2669392729813174,-2.669059715365784,22.753507617460087
90,-3.1953988754866076,-2.8200745727642667,22.21829118205456
91,-3.160643053598551,-2.970521796854922,21.758925461394764
92,-3.1405630129699382,-3.137966077561892,21.22136077096609
93,-3.1402976147542287,-3.34085806651738,20.75748466803083
94,-3.1607846554369283,-3.527786732633735,20.366083577543176
95,-3.1987909107243424,-3.7186138914955764,19.9316554402505
96,-3.2526282002931106,-3.9468981940159082,19.516064145138017
97,-3.3229790750911303,-4.193588955230505,19.127522882229684
98,-3.410665840884945,-4.496864882718622,18.76866170805842
99,-3.51192359444497,-4.751418084506515,18.413757066499844
100,-3.6330667346933443,-5.051867666238102,18.091387157792553
101,-3.7810540181529664,-5.346083320822589,17.78467978031273
102,-3.9400668047106175,-5.634596663283043,17.512589480783184
103,-4.115541416994695,-6.038657864700197,17.252658258013852
104,-4.303994726052321,-6.435227587661698,17.05143913827982
105,-4.531694134935335,-6.852228920830276,16.87061755120432
106,-4.7692875019757235,-7.314109927092228,16.73089626358605
107,-5.036273841734469,-7.625579828693219,16.647700830302767
108,-5.330219933274427,-8.080710512384663,16.58697245902026
109,-5.61724216161587,-8.568262322075633,16.576816692246705
110,-5.924515435543193,-9.157117067406261,16.615305995993747
111,-6.25488478007875,-9.73402437325433,16.719476053698763
112,-6.612519024698403,-10.366416914098496,16.881553485784828
113,-6.945224448958781,-11.016102963835584,17.086420133049455
114,-7.3265506720715665,-11.581998453062829,17.434486242422935
115,-7.7095411116338965,-12.30857240769202,17.807957180697905
116,-8.176765097600434,-13.010576766204455,18.276132239682724
117,-8.650445937628453,-13.66591144371715,18.86046934017993
118,-9.153957005601784,-14.301246038692698,19.491268803240644
119,-9.758044387920917,-14.97118516402987,20.216762810659716
120,-10.151728652708469,-15.592538287383151,21.200715101443233
121,-10.700355020637002,-16.063050070396198,22.22555094458219
122,-11.267685375191347,-16.469412603419105,23.369186225329948
